pl_name,mass,radius,orbital_period,tsm,observation_type,reference,molecules,hostname,ra,dec,sy_snum,sy_pnum,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution visible""",0712.0761,"""{""Na"":""Detection"" ""Ca"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""HST-COS""",1303.4232,"""{""O"":""Detection""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution IR""","""2019AJ....157..114B""","""{""CO"":""Detection"" ""H2O"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution IR""","""2019AJ....157..114B""","""{""CO"":""Detection"" ""H2O"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution IR""","""2019AJ....157..114B""","""{""CO"":""Detection"" ""H2O"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution IR""","""2019AJ....157..114B""","""{""CO"":""Detection"" ""H2O"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution IR""","""2019AJ....157..114B""","""{""CO"":""Detection"" ""H2O"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution IR""","""2019AJ....157..114B""","""{""CO"":""Detection"" ""H2O"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution IR""","""2019AJ....157..114B""","""{""CO"":""Detection"" ""H2O"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 189733 b,1.138,1.138,2.219,742.5333,"""G-B: High resolution IR""","""2019AJ....157..114B""","""{""CO"":""Detection"" ""H2O"":""Upper limit""}""",HD 189733,300.1821223,22.7097759,2.0,1.0,Radial Velocity,2005.0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,Dec-05,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
