pl_name,mass,radius,orbital_period,tsm,observation_type,reference,molecules,hostname,ra,dec,sy_snum,sy_pnum,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument
2M 0103-55 (AB) b,13.0,9.7604677202041,,,"""G-B: High resolution visible""",2212.03207,"""{""H"":""Detection""}""",,,,,,,,,,,,,
2M0437 b,4.0,4.8793589717681,,1668.9209,"""G-B: High resolution IR""",2308.13745,"""{""CO"":""Detection"" ""CH4"":""Detection"" ""H2O"":""Detection""}""",2MASS J04372171+2651014,69.3405531,26.8502997,1.0,1.0,Imaging,2021.0,<a refstr=GAIDOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2819G/abstract target=ref>Gaidos et al. 2021</a>,Oct-21,Ground,Subaru Telescope,8.2 m Subaru Telescope,Infrared Camera and Spectrograph (IRCS)
51 Eri b,2.6,1.11,10260.0,,"""G-B: High resolution IR""",2211.14330,"""{""Molecular ratios: C/O etc..."":""Detection""}""",51 Eri,69.4007424,-2.4738245,3.0,1.0,Imaging,2015.0,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,2015-00,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager
51 Eri b,2.6,1.11,10260.0,,"""G-B: High resolution IR""",2211.14330,"""{""Molecular ratios: C/O etc..."":""Detection""}""",51 Eri,69.4007424,-2.4738245,3.0,1.0,Imaging,2015.0,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,2015-00,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager
51 Eri b,2.6,1.11,10260.0,,"""G-B: High resolution IR""",2211.14330,"""{""Molecular ratios: C/O etc..."":""Detection""}""",51 Eri,69.4007424,-2.4738245,3.0,1.0,Imaging,2015.0,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,2015-00,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution visible""","""2015A&A...576A.134M""","""[]""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution visible""","""2015A&A...576A.134M""","""[]""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution visible""","""2015A&A...576A.134M""","""[]""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution visible""","""2015A&A...576A.134M""","""[]""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution visible""","""2015A&A...576A.134M""","""[]""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""",1302.6242,"""{""CO"":""Detection"" ""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""",1302.6242,"""{""CO"":""Detection"" ""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""",1302.6242,"""{""CO"":""Detection"" ""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""",1302.6242,"""{""CO"":""Detection"" ""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""",1302.6242,"""{""CO"":""Detection"" ""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""","""2017AJ....153..138B""","""{""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""","""2017AJ....153..138B""","""{""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""","""2017AJ....153..138B""","""{""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""","""2017AJ....153..138B""","""{""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""","""2017AJ....153..138B""","""{""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""","""2019A&A...631A.100C""","""{""CO"":""Detection"" ""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""","""2019A&A...631A.100C""","""{""CO"":""Detection"" ""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""","""2019A&A...631A.100C""","""{""CO"":""Detection"" ""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""","""2019A&A...631A.100C""","""{""CO"":""Detection"" ""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""G-B: High resolution IR""","""2019A&A...631A.100C""","""{""CO"":""Detection"" ""H2O"":""Detection""}""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""Spitzer""","""2007MNRAS.379..641C""","""[]""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""Spitzer""","""2007MNRAS.379..641C""","""[]""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""Spitzer""","""2007MNRAS.379..641C""","""[]""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""Spitzer""","""2007MNRAS.379..641C""","""[]""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
51 Peg b,0.47,1.9,4.2308,7479.0375,"""Spitzer""","""2007MNRAS.379..641C""","""[]""",51 Peg,344.3675399,20.7690958,1.0,1.0,Radial Velocity,1995.0,<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>,Nov-95,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc b,0.84,1.9483556604302,14.65314,3820.3183,"""HST STIS""",1210.0531,"""{""H"":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,1996.0,<a refstr=BUTLER_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...474L.115B/abstract target=ref> Butler et al. 1997 </a>,Jan-97,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
55 Cnc e,0.02703,0.1737,0.7365478,249.7917,"""JWST-MIRI""",2405.04744,"""{""Molecular ratios: C\/O etc..."":""Detection""}""",55 Cnc,133.1468373,28.3298154,2.0,5.0,Radial Velocity,2004.0,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,Oct-04,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
