pl_name,mass,radius,orbital_period,tsm,observation_type,reference,molecules
WASP-76 b,0.92,1.83,1.809886,485.1939,"""HST WFC3""","""2020AJ....160....8E""","""{""TiO"":""Detection"" ""VO"":""Upper limit"" ""H2O"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2112.02546,"""{""Na"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""","""2020Natur.580..597E""","""{""Fe+"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""","""2021A&A...646A.158T""","""{""Li"":""Detection"" ""Na"":""Detection"" ""Mg"":""Detection"" ""Ca+"":""Detection"" ""K"":""Detection"" ""Fe"":""Detection"" ""Ti"":""Upper limit"" ""Cr"":""Upper limit"" ""Ni"":""Upper limit"" ""TiO"":""Upper limit"" ""VO"":""Upper limit"" ""ZrO"":""Upper limit""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution IR""",2405.01933,"""{""OH"":""Detection"" ""H2O"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution IR""",2405.09769,"""{""H2O"":""Detection"" ""CO"":""Detection"" ""OH"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution IR""",2202.02041,"""{""HCN"":""Detection"" ""H2O"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""","""2022AJ....163..107K""","""{""Fe"":""Detection"" ""Ca+"":""Detection"" ""Cr"":""Detection"" ""Li"":""Detection"" ""Mg"":""Detection"" ""Na"":""Detection"" ""Mn"":""Detection"" ""Sr"":""Detection"" ""Ni"":""Detection"" ""V"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""","""2023arXiv230608739P""","""{""Fe"":""Detection"" ""Na"":""Detection"" ""Ca+"":""Detection"" ""Cr"":""Detection"" ""Li"":""Detection"" ""H"":""Detection"" ""V"":""Detection"" ""VO"":""Detection"" ""Mn"":""Detection"" ""Ni"":""Detection"" ""Mg"":""Detection"" ""Ca"":""Detection"" ""K"":""Detection"" ""Ba+"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution IR""",2406.09225,"""{""He"":""Upper limit""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2206.11268,"""{""Fe"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""","""2019A&A...623A.166S""","""{""Na"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2307.16738,"""{""Fe"":""Detection"" ""Na"":""Detection"" ""Ca+"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""Spitzer""",2408.13308,"""[]"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""","""2024A&A...689A...8C""","""{""Fe"":""Detection"" ""Fe+"":""No detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2409.13519,"""{""Fe"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""HST WFC3""",2204.11729,"""{""H2O"":""Detection"" ""TiO"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution IR""","""2020AJ....160..228K""","""{""FeH"":""Upper limit""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2205.01623,"""{""Na"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""","""2021ApJ...908L..17K""","""{""Fe"":""Detection""}"""
WASP-77 A b,1.76,1.21,1.3600309,169.863,"""G-B: High resolution IR""",2110.14821,"""{""CO"":""Detection"" ""H2O"":""Detection"" ""C"":""Detection"" ""O"":""Detection""}"""
WASP-77 A b,1.76,1.21,1.3600309,169.863,"""JWST-NIRSpec""",2305.07753,"""{""Molecular ratios: C/O etc..."":""Detection""}"""
WASP-77 A b,1.76,1.21,1.3600309,169.863,"""HST WFC3""",2203.01463,"""{""H2O"":""Detection""}"""
WASP-77 A b,1.76,1.21,1.3600309,169.863,"""Spitzer""",2408.13308,"""[]"""
WASP-77 A b,1.76,1.21,1.3600309,169.863,"""JWST-NIRSpec""",2312.13069,"""{""CO"":""Detection"" ""H2O"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-77 A b,1.76,1.21,1.3600309,169.863,"""HST WFC3""",2204.11729,"""{""H2O"":""Detection"" ""TiO"":""Detection"" ""CO2"":""Detection"" ""CH4"":""Detection""}"""
WASP-77 A b,1.76,1.21,1.3600309,169.863,"""HST WFC3""",2402.18574,"""{""H2O"":""Detection"" ""CO"":""Detection"" ""TiO"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-77 A b,1.76,1.21,1.3600309,169.863,"""G-B: High resolution visible""",2403.15631,"""{""Na"":""Upper limit"" ""H"":""Upper limit""}"""
WASP-77 A b,1.76,1.21,1.3600309,169.863,"""G-B: High resolution visible""",2412.02095,"""{""H"":""Upper limit"" ""Ca+"":""Upper limit""}"""
WASP-79 b,0.9,1.7,3.6623817,250.1609,"""HST WFC3""",2107.14334,"""{""Cloudy"":""Upper limit""}"""
WASP-79 b,0.9,1.7,3.6623817,250.1609,"""HST STIS""",2302.08962,"""{""Rayleigh Scattering"":""Detection""}"""
WASP-79 b,0.9,1.7,3.6623817,250.1609,"""HST WFC3""","""2020AJ....160..109S""","""{""H2O"":""Detection"" ""FeH"":""Detection""}"""
WASP-79 b,0.9,1.7,3.6623817,250.1609,"""HST WFC3""",2204.11729,"""{""H2O"":""Detection"" ""H-"":""Detection""}"""
WASP-79 b,0.9,1.7,3.6623817,250.1609,"""HST STIS""",2104.10688,"""{""H2O"":""Detection"" ""H-"":""Upper limit""}"""
WASP-79 b,0.9,1.7,3.6623817,250.1609,"""G-B: High resolution visible""",2205.01623,"""{""Na"":""Detection""}"""
WASP-8 b,2.244,1.038,8.158715,51.8243,"""Spitzer""","""2013ApJ...768...42C""","""[]"""
WASP-80 b,0.554,0.952,3.0678504,235.9239,"""G-B:Low resolution IR""",2204.11865,"""{""He"":""No detection""}"""
WASP-80 b,0.554,0.952,3.0678504,235.9239,"""G-B: High resolution visible""",2412.04330,"""{""Na"":""Upper limit""}"""
WASP-80 b,0.554,0.952,3.0678504,235.9239,"""G-B: High resolution IR""",2112.11179,"""{""He"":""No detection""}"""
WASP-80 b,0.554,0.952,3.0678504,235.9239,"""HST WFC3""",2205.10765,"""{""H2O"":""Detection"" ""Rayleigh Scattering"":""Detection""}"""
WASP-80 b,0.554,0.952,3.0678504,235.9239,"""G-B: High resolution IR""",2406.09225,"""{""He"":""Upper limit""}"""
WASP-80 b,0.554,0.952,3.0678504,235.9239,"""G-B: High resolution IR""",2307.05580,"""{""He"":""Upper limit""}"""
WASP-80 b,0.554,0.952,3.0678504,235.9239,"""HST WFC3""",2307.14399,"""[]"""
WASP-80 b,0.554,0.952,3.0678504,235.9239,"""G-B: High resolution IR""",2207.09761,"""{""H2O"":""Detection"" ""CH4"":""Detection"" ""HCN"":""Detection"" ""NH3"":""Detection""}"""
WASP-80 b,0.554,0.952,3.0678504,235.9239,"""JWST-NIRCam""",2309.04042,"""{""CH4"":""Detection""}"""
WASP-85 A b,1.265,1.24,2.6556777,177.7117,"""G-B: High resolution visible""",2307.09577,"""{""H"":""Detection"" ""Ca+"":""Detection"" ""Li"":""Detection""}"""
WASP-88 b,0.56,1.7,4.954,140.8732,"""G-B: Low resolution visible""",2106.14808,"""{""Featureless spectra"":""Detection""}"""
WASP-94 A b,0.452,1.72,3.9501907,731.0911,"""G-B: High resolution visible""",2404.06550,"""{""Na"":""Upper limit""}"""
WASP-94 A b,0.452,1.72,3.9501907,731.0911,"""G-B: Low resolution visible""",2201.02212,"""{""Na"":""Detection"" ""Rayleigh Scattering"":""Detection""}"""
WASP-96 b,0.48,1.2,3.4252602,119.0214,"""JWST-NIRISS""",2305.17001,"""{""Molecular ratios: C/O etc..."":""Detection"" ""Rayleigh Scattering"":""Upper limit""}"""
WASP-96 b,0.48,1.2,3.4252602,119.0214,"""JWST-NIRISS""",2305.16887,"""{""H2O"":""Detection"" ""CO2"":""Detection"" ""K"":""Detection"" ""Molecular ratios: C/O etc..."":""Detection"" ""Rayleigh Scattering"":""Detection""}"""
WASP-96 b,0.48,1.2,3.4252602,119.0214,"""HST WFC3""",2206.00017,"""{""H2O"":""Detection"" ""Na"":""Detection"" ""O"":""Detection""}"""
WASP-96 b,0.48,1.2,3.4252602,119.0214,"""G-B: Low resolution visible""",2207.03479,"""{""Na"":""Detection"" ""H2O"":""Detection""}"""
WASP-98 b,0.83,1.1,2.96264,90.1123,"""G-B: Low resolution visible""","""2016MNRAS.461.1053M""","""{""Featureless spectra"":""Detection""}"""
WD 1856+534 b,13.80000,0.928,1.4079405,351.3585,"""G-B: Low resolution visible""",2110.14106,"""{""Featureless spectra"":""Detection""}"""
XO-1 b,0.9,1.184,3.9415128,135.388,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}"""
XO-1 b,0.9,1.184,3.9415128,135.388,"""G-B: Low resolution visible""","""2018MNRAS.481.4261S""","""[]"""
XO-2N b,0.62,0.973,2.615838,,"""G-B: Low resolution visible""","""2011A&A...527A..73S""","""{""K"":""Detection""}"""
XO-2N b,0.62,0.973,2.615838,,"""Spitzer""","""2009ApJ...701..514M""","""[]"""
XO-2N b,0.62,0.973,2.615838,,"""HST-Other""","""2012ApJ...761....7C""","""{""H2O"":""Upper limit""}"""
XO-2N b,0.62,0.973,2.615838,,"""G-B: Low resolution visible""","""2019AJ....157...21P""","""{""Na"":""Detection""}"""
XO-3 b,11.79,1.217,3.1915239,10.3461,"""Spitzer""","""2010ApJ...711..111M""","""[]"""
XO-4 b,1.616,1.317,4.12473,57.1425,"""Spitzer""","""2012ApJ...746..111T""","""[]"""
